RecordID,Country,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
36,Kyrgyz Republic,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2012,2012,14.3
176,Kyrgyz Republic,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2012,2012,36.2
176,Kyrgyz Republic,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2012,2012,33.9
176,Kyrgyz Republic,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2012,2012,49
246,Kyrgyz Republic,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2012,2012,43.6
246,Kyrgyz Republic,Marital status,1,Never married,... if she neglects the children,4,01/01/2012,2012,45.5
246,Kyrgyz Republic,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2012,2012,57
316,Kyrgyz Republic,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2012,2012,4.1
316,Kyrgyz Republic,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2012,2012,7.7
316,Kyrgyz Republic,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2012,2012,9.6
386,Kyrgyz Republic,Residence,5,Rural,... for at least one specific reason,2,01/01/2012,2012,51.5
386,Kyrgyz Republic,Residence,5,Urban,... for at least one specific reason,2,01/01/2012,2012,48
106,Kyrgyz Republic,Residence,5,Rural,... if she argues with him,3,01/01/2012,2012,22.4
106,Kyrgyz Republic,Residence,5,Urban,... if she argues with him,3,01/01/2012,2012,26.3
36,Kyrgyz Republic,Residence,5,Rural,... if she burns the food,1,01/01/2012,2012,4.7
36,Kyrgyz Republic,Residence,5,Urban,... if she burns the food,1,01/01/2012,2012,5.3
176,Kyrgyz Republic,Residence,5,Rural,... if she goes out without telling him,5,01/01/2012,2012,37.1
176,Kyrgyz Republic,Residence,5,Urban,... if she goes out without telling him,5,01/01/2012,2012,33.4
246,Kyrgyz Republic,Residence,5,Rural,... if she neglects the children,4,01/01/2012,2012,46.5
246,Kyrgyz Republic,Residence,5,Urban,... if she neglects the children,4,01/01/2012,2012,41.2
316,Kyrgyz Republic,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2012,2012,5.3
316,Kyrgyz Republic,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2012,2012,6.3
387,Lesotho,Age,4,15-24,... for at least one specific reason,2,01/01/2014,2014,46.2
387,Lesotho,Age,4,25-34,... for at least one specific reason,2,01/01/2014,2014,35.8
387,Lesotho,Age,4,35-49,... for at least one specific reason,2,01/01/2014,2014,31.5
107,Lesotho,Age,4,15-24,... if she argues with him,3,01/01/2014,2014,29.7
107,Lesotho,Age,4,25-34,... if she argues with him,3,01/01/2014,2014,22.4
107,Lesotho,Age,4,35-49,... if she argues with him,3,01/01/2014,2014,22.3
37,Lesotho,Age,4,15-24,... if she burns the food,1,01/01/2014,2014,8.5
37,Lesotho,Age,4,25-34,... if she burns the food,1,01/01/2014,2014,3.9
37,Lesotho,Age,4,35-49,... if she burns the food,1,01/01/2014,2014,5.2
177,Lesotho,Age,4,15-24,... if she goes out without telling him,5,01/01/2014,2014,15.7
177,Lesotho,Age,4,25-34,... if she goes out without telling him,5,01/01/2014,2014,14.5
177,Lesotho,Age,4,35-49,... if she goes out without telling him,5,01/01/2014,2014,16.9
247,Lesotho,Age,4,15-24,... if she neglects the children,4,01/01/2014,2014,31.7
247,Lesotho,Age,4,25-34,... if she neglects the children,4,01/01/2014,2014,23.2
247,Lesotho,Age,4,35-49,... if she neglects the children,4,01/01/2014,2014,18.8
317,Lesotho,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2014,2014,9.6
317,Lesotho,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2014,2014,7.9
317,Lesotho,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2014,2014,10
387,Lesotho,Education,5,Higher,... for at least one specific reason,2,01/01/2014,2014,17.1
387,Lesotho,Education,5,No education,... for at least one specific reason,2,01/01/2014,2014,52.5
387,Lesotho,Education,5,Primary,... for at least one specific reason,2,01/01/2014,2014,47.4
387,Lesotho,Education,5,Secondary,... for at least one specific reason,2,01/01/2014,2014,32.7
107,Lesotho,Education,5,Higher,... if she argues with him,3,01/01/2014,2014,9.9
107,Lesotho,Education,5,No education,... if she argues with him,3,01/01/2014,2014,38.2
107,Lesotho,Education,5,Primary,... if she argues with him,3,01/01/2014,2014,32.8
107,Lesotho,Education,5,Secondary,... if she argues with him,3,01/01/2014,2014,18.6
37,Lesotho,Education,5,Higher,... if she burns the food,1,01/01/2014,2014,1.7
37,Lesotho,Education,5,No education,... if she burns the food,1,01/01/2014,2014,8.9
37,Lesotho,Education,5,Primary,... if she burns the food,1,01/01/2014,2014,8.2
37,Lesotho,Education,5,Secondary,... if she burns the food,1,01/01/2014,2014,4.7
177,Lesotho,Education,5,Higher,... if she goes out without telling him,5,01/01/2014,2014,4.6
177,Lesotho,Education,5,No education,... if she goes out without telling him,5,01/01/2014,2014,28.8
177,Lesotho,Education,5,Primary,... if she goes out without telling him,5,01/01/2014,2014,20.9
177,Lesotho,Education,5,Secondary,... if she goes out without telling him,5,01/01/2014,2014,9.2
247,Lesotho,Education,5,Higher,... if she neglects the children,4,01/01/2014,2014,10.4
247,Lesotho,Education,5,No education,... if she neglects the children,4,01/01/2014,2014,35.9
247,Lesotho,Education,5,Primary,... if she neglects the children,4,01/01/2014,2014,32.7
247,Lesotho,Education,5,Secondary,... if she neglects the children,4,01/01/2014,2014,19.8
317,Lesotho,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2014,2014,2.1
317,Lesotho,Education,5,No education,... if she refuses to have sex with him,6,01/01/2014,2014,19.7
317,Lesotho,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2014,2014,13
317,Lesotho,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2014,2014,4.2
387,Lesotho,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2014,2014,32.8
387,Lesotho,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2014,2014,46.9
387,Lesotho,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2014,2014,46.2
107,Lesotho,Employment,3,Employed for cash,... if she argues with him,3,01/01/2014,2014,20.8
107,Lesotho,Employment,3,Employed for kind,... if she argues with him,3,01/01/2014,2014,30.9
107,Lesotho,Employment,3,Unemployed,... if she argues with him,3,01/01/2014,2014,30.8
37,Lesotho,Employment,3,Employed for cash,... if she burns the food,1,01/01/2014,2014,4.2
37,Lesotho,Employment,3,Employed for kind,... if she burns the food,1,01/01/2014,2014,8.2
37,Lesotho,Employment,3,Unemployed,... if she burns the food,1,01/01/2014,2014,8.8
177,Lesotho,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2014,2014,13.2
177,Lesotho,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2014,2014,19.1
177,Lesotho,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2014,2014,17.6
247,Lesotho,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2014,2014,20.9
247,Lesotho,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2014,2014,34.2
247,Lesotho,Employment,3,Unemployed,... if she neglects the children,4,01/01/2014,2014,29.5
317,Lesotho,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2014,2014,6
317,Lesotho,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2014,2014,13.8
317,Lesotho,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2014,2014,11.7
387,Lesotho,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2014,2014,34.4
387,Lesotho,Marital status,1,Never married,... for at least one specific reason,2,01/01/2014,2014,43.6
387,Lesotho,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2014,2014,33.7
107,Lesotho,Marital status,1,Married or living together,... if she argues with him,3,01/01/2014,2014,24.3
107,Lesotho,Marital status,1,Never married,... if she argues with him,3,01/01/2014,2014,27.3
107,Lesotho,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2014,2014,21.6
37,Lesotho,Marital status,1,Married or living together,... if she burns the food,1,01/01/2014,2014,5.2
37,Lesotho,Marital status,1,Never married,... if she burns the food,1,01/01/2014,2014,7.2
37,Lesotho,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2014,2014,5.8
177,Lesotho,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2014,2014,16.9
177,Lesotho,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2014,2014,15.3
177,Lesotho,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2014,2014,11.5
247,Lesotho,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2014,2014,22.7
247,Lesotho,Marital status,1,Never married,... if she neglects the children,4,01/01/2014,2014,29.6
247,Lesotho,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2014,2014,15.8
317,Lesotho,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2014,2014,9.4
317,Lesotho,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2014,2014,9.2
317,Lesotho,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2014,2014,8.2
387,Lesotho,Residence,5,Rural,... for at least one specific reason,2,01/01/2014,2014,43.7
387,Lesotho,Residence,5,Urban,... for at least one specific reason,2,01/01/2014,2014,31.8
107,Lesotho,Residence,5,Rural,... if she argues with him,3,01/01/2014,2014,29.2
107,Lesotho,Residence,5,Urban,... if she argues with him,3,01/01/2014,2014,19.5
37,Lesotho,Residence,5,Rural,... if she burns the food,1,01/01/2014,2014,7.8
37,Lesotho,Residence,5,Urban,... if she burns the food,1,01/01/2014,2014,3.6
177,Lesotho,Residence,5,Rural,... if she goes out without telling him,5,01/01/2014,2014,18.7
177,Lesotho,Residence,5,Urban,... if she goes out without telling him,5,01/01/2014,2014,10
247,Lesotho,Residence,5,Rural,... if she neglects the children,4,01/01/2014,2014,28.6
247,Lesotho,Residence,5,Urban,... if she neglects the children,4,01/01/2014,2014,21.5
317,Lesotho,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2014,2014,11.4
317,Lesotho,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2014,2014,5.1
388,Liberia,Age,4,15-24,... for at least one specific reason,2,01/01/2013,2013,28.1
388,Liberia,Age,4,25-34,... for at least one specific reason,2,01/01/2013,2013,25.9
388,Liberia,Age,4,35-49,... for at least one specific reason,2,01/01/2013,2013,17.8
108,Liberia,Age,4,15-24,... if she argues with him,3,01/01/2013,2013,21.2
108,Liberia,Age,4,25-34,... if she argues with him,3,01/01/2013,2013,19.3
108,Liberia,Age,4,35-49,... if she argues with him,3,01/01/2013,2013,13.2
38,Liberia,Age,4,15-24,... if she burns the food,1,01/01/2013,2013,4.1
38,Liberia,Age,4,25-34,... if she burns the food,1,01/01/2013,2013,2.5
38,Liberia,Age,4,35-49,... if she burns the food,1,01/01/2013,2013,1
178,Liberia,Age,4,15-24,... if she goes out without telling him,5,01/01/2013,2013,16.3
178,Liberia,Age,4,25-34,... if she goes out without telling him,5,01/01/2013,2013,14.3
178,Liberia,Age,4,35-49,... if she goes out without telling him,5,01/01/2013,2013,10.9
248,Liberia,Age,4,15-24,... if she neglects the children,4,01/01/2013,2013,18
248,Liberia,Age,4,25-34,... if she neglects the children,4,01/01/2013,2013,13.2
248,Liberia,Age,4,35-49,... if she neglects the children,4,01/01/2013,2013,11.7
318,Liberia,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2013,2013,5.3
318,Liberia,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2013,2013,3.5
318,Liberia,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2013,2013,3.1
388,Liberia,Education,5,Higher,... for at least one specific reason,2,01/01/2013,2013,11.1
388,Liberia,Education,5,No education,... for at least one specific reason,2,01/01/2013,2013,28
388,Liberia,Education,5,Primary,... for at least one specific reason,2,01/01/2013,2013,30
388,Liberia,Education,5,Secondary,... for at least one specific reason,2,01/01/2013,2013,22.3
108,Liberia,Education,5,Higher,... if she argues with him,3,01/01/2013,2013,8.8
108,Liberia,Education,5,No education,... if she argues with him,3,01/01/2013,2013,21.2
108,Liberia,Education,5,Primary,... if she argues with him,3,01/01/2013,2013,23.4
108,Liberia,Education,5,Secondary,... if she argues with him,3,01/01/2013,2013,15.9
38,Liberia,Education,5,Higher,... if she burns the food,1,01/01/2013,2013,0
38,Liberia,Education,5,No education,... if she burns the food,1,01/01/2013,2013,1.9
38,Liberia,Education,5,Primary,... if she burns the food,1,01/01/2013,2013,3.9
38,Liberia,Education,5,Secondary,... if she burns the food,1,01/01/2013,2013,2.5
178,Liberia,Education,5,Higher,... if she goes out without telling him,5,01/01/2013,2013,9.2
178,Liberia,Education,5,No education,... if she goes out without telling him,5,01/01/2013,2013,17.8
178,Liberia,Education,5,Primary,... if she goes out without telling him,5,01/01/2013,2013,16.2
178,Liberia,Education,5,Secondary,... if she goes out without telling him,5,01/01/2013,2013,12.6
248,Liberia,Education,5,Higher,... if she neglects the children,4,01/01/2013,2013,7.6
248,Liberia,Education,5,No education,... if she neglects the children,4,01/01/2013,2013,18.7
248,Liberia,Education,5,Primary,... if she neglects the children,4,01/01/2013,2013,18.1
248,Liberia,Education,5,Secondary,... if she neglects the children,4,01/01/2013,2013,12.7
318,Liberia,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2013,2013,0
318,Liberia,Education,5,No education,... if she refuses to have sex with him,6,01/01/2013,2013,8.7
318,Liberia,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2013,2013,5.3
318,Liberia,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2013,2013,2.9
388,Liberia,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2013,2013,23.2
388,Liberia,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2013,2013,32.5
388,Liberia,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2013,2013,21.3
108,Liberia,Employment,3,Employed for cash,... if she argues with him,3,01/01/2013,2013,17
108,Liberia,Employment,3,Employed for kind,... if she argues with him,3,01/01/2013,2013,24.7
108,Liberia,Employment,3,Unemployed,... if she argues with him,3,01/01/2013,2013,16.5
38,Liberia,Employment,3,Employed for cash,... if she burns the food,1,01/01/2013,2013,1.4
38,Liberia,Employment,3,Employed for kind,... if she burns the food,1,01/01/2013,2013,4.6
38,Liberia,Employment,3,Unemployed,... if she burns the food,1,01/01/2013,2013,4.1
178,Liberia,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2013,2013,14.5
178,Liberia,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2013,2013,15.5
178,Liberia,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2013,2013,11.9
248,Liberia,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2013,2013,14.8
248,Liberia,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2013,2013,18.8
248,Liberia,Employment,3,Unemployed,... if she neglects the children,4,01/01/2013,2013,11.5
318,Liberia,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2013,2013,4.2
318,Liberia,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2013,2013,4
318,Liberia,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2013,2013,3.9
388,Liberia,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2013,2013,21.1
388,Liberia,Marital status,1,Never married,... for at least one specific reason,2,01/01/2013,2013,28
388,Liberia,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2013,2013,26.5
108,Liberia,Marital status,1,Married or living together,... if she argues with him,3,01/01/2013,2013,15.3
108,Liberia,Marital status,1,Never married,... if she argues with him,3,01/01/2013,2013,21.5
108,Liberia,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2013,2013,19.5
38,Liberia,Marital status,1,Married or living together,... if she burns the food,1,01/01/2013,2013,1.5
38,Liberia,Marital status,1,Never married,... if she burns the food,1,01/01/2013,2013,4
38,Liberia,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2013,2013,3.2
178,Liberia,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2013,2013,11.9
178,Liberia,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2013,2013,16.6
178,Liberia,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2013,2013,14.7
248,Liberia,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2013,2013,12.1
248,Liberia,Marital status,1,Never married,... if she neglects the children,4,01/01/2013,2013,17.5
248,Liberia,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2013,2013,17.3
318,Liberia,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2013,2013,3.2
318,Liberia,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2013,2013,5.5
318,Liberia,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2013,2013,0.9
388,Liberia,Residence,5,Rural,... for at least one specific reason,2,01/01/2013,2013,29.5
388,Liberia,Residence,5,Urban,... for at least one specific reason,2,01/01/2013,2013,20.5
108,Liberia,Residence,5,Rural,... if she argues with him,3,01/01/2013,2013,20.7
108,Liberia,Residence,5,Urban,... if she argues with him,3,01/01/2013,2013,16.3
38,Liberia,Residence,5,Rural,... if she burns the food,1,01/01/2013,2013,3.5
38,Liberia,Residence,5,Urban,... if she burns the food,1,01/01/2013,2013,2
178,Liberia,Residence,5,Rural,... if she goes out without telling him,5,01/01/2013,2013,16.4
178,Liberia,Residence,5,Urban,... if she goes out without telling him,5,01/01/2013,2013,12.3
248,Liberia,Residence,5,Rural,... if she neglects the children,4,01/01/2013,2013,17.6
248,Liberia,Residence,5,Urban,... if she neglects the children,4,01/01/2013,2013,12.4
318,Liberia,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2013,2013,5.6
318,Liberia,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2013,2013,3
389,Madagascar,Age,4,15-24,... for at least one specific reason,2,01/01/2008,2008,33.9
389,Madagascar,Age,4,25-34,... for at least one specific reason,2,01/01/2008,2008,29.7
389,Madagascar,Age,4,35-49,... for at least one specific reason,2,01/01/2008,2008,25.5
109,Madagascar,Age,4,15-24,... if she argues with him,3,01/01/2008,2008,10
109,Madagascar,Age,4,25-34,... if she argues with him,3,01/01/2008,2008,9
109,Madagascar,Age,4,35-49,... if she argues with him,3,01/01/2008,2008,7.6
39,Madagascar,Age,4,15-24,... if she burns the food,1,01/01/2008,2008,7.1
39,Madagascar,Age,4,25-34,... if she burns the food,1,01/01/2008,2008,6.6
39,Madagascar,Age,4,35-49,... if she burns the food,1,01/01/2008,2008,5.2
179,Madagascar,Age,4,15-24,... if she goes out without telling him,5,01/01/2008,2008,21.2
179,Madagascar,Age,4,25-34,... if she goes out without telling him,5,01/01/2008,2008,18.7
179,Madagascar,Age,4,35-49,... if she goes out without telling him,5,01/01/2008,2008,16.2
249,Madagascar,Age,4,15-24,... if she neglects the children,4,01/01/2008,2008,27.1
249,Madagascar,Age,4,25-34,... if she neglects the children,4,01/01/2008,2008,23.9
249,Madagascar,Age,4,35-49,... if she neglects the children,4,01/01/2008,2008,20.8
319,Madagascar,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2008,2008,9.3
319,Madagascar,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2008,2008,8.4
319,Madagascar,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2008,2008,6.3
389,Madagascar,Education,5,Higher,... for at least one specific reason,2,01/01/2008,2008,16.8
389,Madagascar,Education,5,No education,... for at least one specific reason,2,01/01/2008,2008,30.5
389,Madagascar,Education,5,Primary,... for at least one specific reason,2,01/01/2008,2008,30.8
389,Madagascar,Education,5,Secondary,... for at least one specific reason,2,01/01/2008,2008,30
109,Madagascar,Education,5,Higher,... if she argues with him,3,01/01/2008,2008,2.1
109,Madagascar,Education,5,No education,... if she argues with him,3,01/01/2008,2008,9.8
109,Madagascar,Education,5,Primary,... if she argues with him,3,01/01/2008,2008,9.7
109,Madagascar,Education,5,Secondary,... if she argues with him,3,01/01/2008,2008,7.9
39,Madagascar,Education,5,Higher,... if she burns the food,1,01/01/2008,2008,0.4
39,Madagascar,Education,5,No education,... if she burns the food,1,01/01/2008,2008,8.1
39,Madagascar,Education,5,Primary,... if she burns the food,1,01/01/2008,2008,6.8
39,Madagascar,Education,5,Secondary,... if she burns the food,1,01/01/2008,2008,5.4
179,Madagascar,Education,5,Higher,... if she goes out without telling him,5,01/01/2008,2008,7.9
179,Madagascar,Education,5,No education,... if she goes out without telling him,5,01/01/2008,2008,21.3
179,Madagascar,Education,5,Primary,... if she goes out without telling him,5,01/01/2008,2008,19.7
179,Madagascar,Education,5,Secondary,... if she goes out without telling him,5,01/01/2008,2008,17.6
249,Madagascar,Education,5,Higher,... if she neglects the children,4,01/01/2008,2008,13.4
249,Madagascar,Education,5,No education,... if she neglects the children,4,01/01/2008,2008,23.7
249,Madagascar,Education,5,Primary,... if she neglects the children,4,01/01/2008,2008,25.1
249,Madagascar,Education,5,Secondary,... if she neglects the children,4,01/01/2008,2008,24.1
319,Madagascar,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2008,2008,1.1
319,Madagascar,Education,5,No education,... if she refuses to have sex with him,6,01/01/2008,2008,10.4
319,Madagascar,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2008,2008,8.8
319,Madagascar,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2008,2008,6.6
389,Madagascar,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2008,2008,26
389,Madagascar,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2008,2008,35
389,Madagascar,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2008,2008,33.8
109,Madagascar,Employment,3,Employed for cash,... if she argues with him,3,01/01/2008,2008,7.9
109,Madagascar,Employment,3,Employed for kind,... if she argues with him,3,01/01/2008,2008,10.7
109,Madagascar,Employment,3,Unemployed,... if she argues with him,3,01/01/2008,2008,8
39,Madagascar,Employment,3,Employed for cash,... if she burns the food,1,01/01/2008,2008,5.1
39,Madagascar,Employment,3,Employed for kind,... if she burns the food,1,01/01/2008,2008,8.5
39,Madagascar,Employment,3,Unemployed,... if she burns the food,1,01/01/2008,2008,5.8
179,Madagascar,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2008,2008,15.5
179,Madagascar,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2008,2008,23.7
179,Madagascar,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2008,2008,20.3
249,Madagascar,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2008,2008,21.1
249,Madagascar,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2008,2008,28.3
249,Madagascar,Employment,3,Unemployed,... if she neglects the children,4,01/01/2008,2008,26.2
319,Madagascar,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2008,2008,6.5
319,Madagascar,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2008,2008,10.4
319,Madagascar,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2008,2008,8.4
389,Madagascar,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2008,2008,28.8
389,Madagascar,Marital status,1,Never married,... for at least one specific reason,2,01/01/2008,2008,32.7
389,Madagascar,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2008,2008,30.6
109,Madagascar,Marital status,1,Married or living together,... if she argues with him,3,01/01/2008,2008,8.7
109,Madagascar,Marital status,1,Never married,... if she argues with him,3,01/01/2008,2008,9.2
109,Madagascar,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2008,2008,10.1
39,Madagascar,Marital status,1,Married or living together,... if she burns the food,1,01/01/2008,2008,5.8
39,Madagascar,Marital status,1,Never married,... if she burns the food,1,01/01/2008,2008,7.5
39,Madagascar,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2008,2008,7.4
179,Madagascar,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2008,2008,18.4
179,Madagascar,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2008,2008,20.1
179,Madagascar,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2008,2008,18.3
249,Madagascar,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2008,2008,23.5
249,Madagascar,Marital status,1,Never married,... if she neglects the children,4,01/01/2008,2008,25.8
249,Madagascar,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2008,2008,23.4
319,Madagascar,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2008,2008,7.4
319,Madagascar,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2008,2008,9
319,Madagascar,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2008,2008,11.4
389,Madagascar,Residence,5,Rural,... for at least one specific reason,2,01/01/2008,2008,29.7
389,Madagascar,Residence,5,Urban,... for at least one specific reason,2,01/01/2008,2008,31.7
109,Madagascar,Residence,5,Rural,... if she argues with him,3,01/01/2008,2008,9.1
109,Madagascar,Residence,5,Urban,... if she argues with him,3,01/01/2008,2008,8.2
39,Madagascar,Residence,5,Rural,... if she burns the food,1,01/01/2008,2008,6.7
39,Madagascar,Residence,5,Urban,... if she burns the food,1,01/01/2008,2008,4.9
179,Madagascar,Residence,5,Rural,... if she goes out without telling him,5,01/01/2008,2008,19.4
179,Madagascar,Residence,5,Urban,... if she goes out without telling him,5,01/01/2008,2008,16.2
249,Madagascar,Residence,5,Rural,... if she neglects the children,4,01/01/2008,2008,23.7
249,Madagascar,Residence,5,Urban,... if she neglects the children,4,01/01/2008,2008,26.8
319,Madagascar,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2008,2008,8.3
319,Madagascar,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2008,2008,7.1
390,Malawi,Age,4,15-24,... for at least one specific reason,2,01/01/2015,2015,19.6
390,Malawi,Age,4,25-34,... for at least one specific reason,2,01/01/2015,2015,8.8
390,Malawi,Age,4,35-49,... for at least one specific reason,2,01/01/2015,2015,6.4
110,Malawi,Age,4,15-24,... if she argues with him,3,01/01/2015,2015,8.4
110,Malawi,Age,4,25-34,... if she argues with him,3,01/01/2015,2015,2.9
110,Malawi,Age,4,35-49,... if she argues with him,3,01/01/2015,2015,2.4
40,Malawi,Age,4,15-24,... if she burns the food,1,01/01/2015,2015,3.5
40,Malawi,Age,4,25-34,... if she burns the food,1,01/01/2015,2015,1.5
40,Malawi,Age,4,35-49,... if she burns the food,1,01/01/2015,2015,1
180,Malawi,Age,4,15-24,... if she goes out without telling him,5,01/01/2015,2015,7.2
180,Malawi,Age,4,25-34,... if she goes out without telling him,5,01/01/2015,2015,3.1
180,Malawi,Age,4,35-49,... if she goes out without telling him,5,01/01/2015,2015,2.4
250,Malawi,Age,4,15-24,... if she neglects the children,4,01/01/2015,2015,10.6
250,Malawi,Age,4,25-34,... if she neglects the children,4,01/01/2015,2015,3.3
250,Malawi,Age,4,35-49,... if she neglects the children,4,01/01/2015,2015,2.7
320,Malawi,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2015,2015,7.3
320,Malawi,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2015,2015,3.5
320,Malawi,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2015,2015,2.2
390,Malawi,Education,5,Higher,... for at least one specific reason,2,01/01/2015,2015,4.5
390,Malawi,Education,5,No education,... for at least one specific reason,2,01/01/2015,2015,9.6
