RecordID,Country,Gender,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
252,Mali,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2018,2018,21.6
252,Mali,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2018,2018,32.5
252,Mali,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2018,2018,14.4
322,Mali,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2018,2018,20.8
322,Mali,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2018,2018,30.6
322,Mali,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2018,2018,11.8
392,Mali,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2018,2018,45.5
392,Mali,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2018,2018,49.5
392,Mali,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2018,2018,36.2
112,Mali,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2018,2018,36.2
112,Mali,M,Marital status,1,Never married,... if she argues with him,3,01/01/2018,2018,42
112,Mali,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2018,2018,31.5
42,Mali,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2018,2018,10.3
42,Mali,M,Marital status,1,Never married,... if she burns the food,1,01/01/2018,2018,13
42,Mali,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2018,2018,11.8
182,Mali,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2018,2018,21.3
182,Mali,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2018,2018,23.3
182,Mali,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2018,2018,10
252,Mali,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2018,2018,24.8
252,Mali,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2018,2018,26
252,Mali,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2018,2018,11.1
322,Mali,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2018,2018,23
322,Mali,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2018,2018,25.1
322,Mali,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2018,2018,25.7
392,Mali,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2018,2018,52.8
392,Mali,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2018,2018,31.1
112,Mali,M,Residence,5,Rural,... if she argues with him,3,01/01/2018,2018,43.7
112,Mali,M,Residence,5,Urban,... if she argues with him,3,01/01/2018,2018,23.8
42,Mali,M,Residence,5,Rural,... if she burns the food,1,01/01/2018,2018,13.7
42,Mali,M,Residence,5,Urban,... if she burns the food,1,01/01/2018,2018,5
182,Mali,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2018,2018,25.1
182,Mali,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2018,2018,13.6
252,Mali,M,Residence,5,Rural,... if she neglects the children,4,01/01/2018,2018,28.4
252,Mali,M,Residence,5,Urban,... if she neglects the children,4,01/01/2018,2018,16.2
322,Mali,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2018,2018,28.7
322,Mali,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2018,2018,10.5
393,Moldova,M,Age,4,15-24,... for at least one specific reason,2,01/01/2005,2005,24.3
393,Moldova,M,Age,4,25-34,... for at least one specific reason,2,01/01/2005,2005,18.5
393,Moldova,M,Age,4,35-49,... for at least one specific reason,2,01/01/2005,2005,23.7
113,Moldova,M,Age,4,15-24,... if she argues with him,3,01/01/2005,2005,8.2
113,Moldova,M,Age,4,25-34,... if she argues with him,3,01/01/2005,2005,5.4
113,Moldova,M,Age,4,35-49,... if she argues with him,3,01/01/2005,2005,8.3
43,Moldova,M,Age,4,15-24,... if she burns the food,1,01/01/2005,2005,3.5
43,Moldova,M,Age,4,25-34,... if she burns the food,1,01/01/2005,2005,1.6
43,Moldova,M,Age,4,35-49,... if she burns the food,1,01/01/2005,2005,2.5
183,Moldova,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2005,2005,8.6
183,Moldova,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2005,2005,8.6
183,Moldova,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2005,2005,11.8
253,Moldova,M,Age,4,15-24,... if she neglects the children,4,01/01/2005,2005,20.8
253,Moldova,M,Age,4,25-34,... if she neglects the children,4,01/01/2005,2005,16.5
253,Moldova,M,Age,4,35-49,... if she neglects the children,4,01/01/2005,2005,17.8
323,Moldova,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2005,2005,3.9
323,Moldova,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2005,2005,2.7
323,Moldova,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2005,2005,3.8
393,Moldova,M,Education,5,Higher,... for at least one specific reason,2,01/01/2005,2005,9.6
393,Moldova,M,Education,5,No education,... for at least one specific reason,2,01/01/2005,2005,
393,Moldova,M,Education,5,Primary,... for at least one specific reason,2,01/01/2005,2005,
393,Moldova,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2005,2005,25.3
113,Moldova,M,Education,5,Higher,... if she argues with him,3,01/01/2005,2005,2.4
113,Moldova,M,Education,5,No education,... if she argues with him,3,01/01/2005,2005,
113,Moldova,M,Education,5,Primary,... if she argues with him,3,01/01/2005,2005,
113,Moldova,M,Education,5,Secondary,... if she argues with him,3,01/01/2005,2005,8.6
43,Moldova,M,Education,5,Higher,... if she burns the food,1,01/01/2005,2005,1.1
43,Moldova,M,Education,5,No education,... if she burns the food,1,01/01/2005,2005,
43,Moldova,M,Education,5,Primary,... if she burns the food,1,01/01/2005,2005,
43,Moldova,M,Education,5,Secondary,... if she burns the food,1,01/01/2005,2005,2.9
183,Moldova,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2005,2005,1.8
183,Moldova,M,Education,5,No education,... if she goes out without telling him,5,01/01/2005,2005,
183,Moldova,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2005,2005,
183,Moldova,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2005,2005,11.6
253,Moldova,M,Education,5,Higher,... if she neglects the children,4,01/01/2005,2005,7.4
253,Moldova,M,Education,5,No education,... if she neglects the children,4,01/01/2005,2005,
253,Moldova,M,Education,5,Primary,... if she neglects the children,4,01/01/2005,2005,
253,Moldova,M,Education,5,Secondary,... if she neglects the children,4,01/01/2005,2005,20.7
323,Moldova,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2005,2005,0.6
323,Moldova,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2005,2005,
323,Moldova,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2005,2005,
323,Moldova,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2005,2005,4
393,Moldova,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2005,2005,21.8
393,Moldova,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2005,2005,33.4
393,Moldova,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2005,2005,22.5
113,Moldova,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2005,2005,7.3
113,Moldova,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2005,2005,11.9
113,Moldova,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2005,2005,7.6
43,Moldova,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2005,2005,2.8
43,Moldova,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2005,2005,3.2
43,Moldova,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2005,2005,2.4
183,Moldova,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2005,2005,10.4
183,Moldova,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2005,2005,10.7
183,Moldova,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2005,2005,9.1
253,Moldova,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2005,2005,17.6
253,Moldova,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2005,2005,28.3
253,Moldova,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2005,2005,18.4
323,Moldova,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2005,2005,3.6
323,Moldova,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2005,2005,6.4
323,Moldova,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2005,2005,3
393,Moldova,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2005,2005,19.8
393,Moldova,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2005,2005,25.2
393,Moldova,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2005,2005,43.6
113,Moldova,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2005,2005,7.1
113,Moldova,M,Marital status,1,Never married,... if she argues with him,3,01/01/2005,2005,7.9
113,Moldova,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2005,2005,13.5
43,Moldova,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2005,2005,2
43,Moldova,M,Marital status,1,Never married,... if she burns the food,1,01/01/2005,2005,3
43,Moldova,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2005,2005,9.7
183,Moldova,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2005,2005,9.8
183,Moldova,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2005,2005,8.7
183,Moldova,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2005,2005,23.8
253,Moldova,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2005,2005,15.2
253,Moldova,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2005,2005,22
253,Moldova,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2005,2005,36.8
323,Moldova,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2005,2005,3.1
323,Moldova,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2005,2005,3.6
323,Moldova,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2005,2005,9.6
393,Moldova,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2005,2005,27.5
393,Moldova,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2005,2005,16.4
113,Moldova,M,Residence,5,Rural,... if she argues with him,3,01/01/2005,2005,9.5
113,Moldova,M,Residence,5,Urban,... if she argues with him,3,01/01/2005,2005,5.1
43,Moldova,M,Residence,5,Rural,... if she burns the food,1,01/01/2005,2005,2.9
43,Moldova,M,Residence,5,Urban,... if she burns the food,1,01/01/2005,2005,2.3
183,Moldova,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2005,2005,13.6
183,Moldova,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2005,2005,5.2
253,Moldova,M,Residence,5,Rural,... if she neglects the children,4,01/01/2005,2005,22.2
253,Moldova,M,Residence,5,Urban,... if she neglects the children,4,01/01/2005,2005,13.7
323,Moldova,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2005,2005,4.6
323,Moldova,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2005,2005,2.2
394,Morocco,M,Age,4,15-24,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Age,4,25-34,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Age,4,35-49,... for at least one specific reason,2,01/01/2003,2003,
114,Morocco,M,Age,4,15-24,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Age,4,25-34,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Age,4,35-49,... if she argues with him,3,01/01/2003,2003,
44,Morocco,M,Age,4,15-24,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Age,4,25-34,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Age,4,35-49,... if she burns the food,1,01/01/2003,2003,
184,Morocco,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2003,2003,
254,Morocco,M,Age,4,15-24,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Age,4,25-34,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Age,4,35-49,... if she neglects the children,4,01/01/2003,2003,
324,Morocco,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2003,2003,
394,Morocco,M,Education,5,Higher,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Education,5,No education,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Education,5,Primary,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2003,2003,
114,Morocco,M,Education,5,Higher,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Education,5,No education,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Education,5,Primary,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Education,5,Secondary,... if she argues with him,3,01/01/2003,2003,
44,Morocco,M,Education,5,Higher,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Education,5,No education,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Education,5,Primary,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Education,5,Secondary,... if she burns the food,1,01/01/2003,2003,
184,Morocco,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Education,5,No education,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2003,2003,
254,Morocco,M,Education,5,Higher,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Education,5,No education,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Education,5,Primary,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Education,5,Secondary,... if she neglects the children,4,01/01/2003,2003,
324,Morocco,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2003,2003,
394,Morocco,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2003,2003,
114,Morocco,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2003,2003,
44,Morocco,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2003,2003,
184,Morocco,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2003,2003,
254,Morocco,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2003,2003,
324,Morocco,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2003,2003,
394,Morocco,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2003,2003,
114,Morocco,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Marital status,1,Never married,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2003,2003,
44,Morocco,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Marital status,1,Never married,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2003,2003,
184,Morocco,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2003,2003,
254,Morocco,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2003,2003,
324,Morocco,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2003,2003,
394,Morocco,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2003,2003,
394,Morocco,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2003,2003,
114,Morocco,M,Residence,5,Rural,... if she argues with him,3,01/01/2003,2003,
114,Morocco,M,Residence,5,Urban,... if she argues with him,3,01/01/2003,2003,
44,Morocco,M,Residence,5,Rural,... if she burns the food,1,01/01/2003,2003,
44,Morocco,M,Residence,5,Urban,... if she burns the food,1,01/01/2003,2003,
184,Morocco,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2003,2003,
184,Morocco,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2003,2003,
254,Morocco,M,Residence,5,Rural,... if she neglects the children,4,01/01/2003,2003,
254,Morocco,M,Residence,5,Urban,... if she neglects the children,4,01/01/2003,2003,
324,Morocco,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2003,2003,
324,Morocco,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2003,2003,
395,Mozambique,M,Age,4,15-24,... for at least one specific reason,2,01/01/2015,2015,18.6
395,Mozambique,M,Age,4,25-34,... for at least one specific reason,2,01/01/2015,2015,15.6
395,Mozambique,M,Age,4,35-49,... for at least one specific reason,2,01/01/2015,2015,14.7
115,Mozambique,M,Age,4,15-24,... if she argues with him,3,01/01/2015,2015,9.7
115,Mozambique,M,Age,4,25-34,... if she argues with him,3,01/01/2015,2015,8.1
115,Mozambique,M,Age,4,35-49,... if she argues with him,3,01/01/2015,2015,7.6
45,Mozambique,M,Age,4,15-24,... if she burns the food,1,01/01/2015,2015,6.6
45,Mozambique,M,Age,4,25-34,... if she burns the food,1,01/01/2015,2015,5
45,Mozambique,M,Age,4,35-49,... if she burns the food,1,01/01/2015,2015,4.3
185,Mozambique,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2015,2015,9.3
185,Mozambique,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2015,2015,7.1
185,Mozambique,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2015,2015,5.9
255,Mozambique,M,Age,4,15-24,... if she neglects the children,4,01/01/2015,2015,9.7
255,Mozambique,M,Age,4,25-34,... if she neglects the children,4,01/01/2015,2015,6.5
255,Mozambique,M,Age,4,35-49,... if she neglects the children,4,01/01/2015,2015,5.2
325,Mozambique,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2015,2015,7.6
325,Mozambique,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2015,2015,6.6
325,Mozambique,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2015,2015,5.4
395,Mozambique,M,Education,5,Higher,... for at least one specific reason,2,01/01/2015,2015,3.9
395,Mozambique,M,Education,5,No education,... for at least one specific reason,2,01/01/2015,2015,26.2
395,Mozambique,M,Education,5,Primary,... for at least one specific reason,2,01/01/2015,2015,17.7
395,Mozambique,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2015,2015,13.2
115,Mozambique,M,Education,5,Higher,... if she argues with him,3,01/01/2015,2015,1.7
115,Mozambique,M,Education,5,No education,... if she argues with him,3,01/01/2015,2015,14.2
115,Mozambique,M,Education,5,Primary,... if she argues with him,3,01/01/2015,2015,9.7
115,Mozambique,M,Education,5,Secondary,... if she argues with him,3,01/01/2015,2015,5.8
45,Mozambique,M,Education,5,Higher,... if she burns the food,1,01/01/2015,2015,0
45,Mozambique,M,Education,5,No education,... if she burns the food,1,01/01/2015,2015,10.6
45,Mozambique,M,Education,5,Primary,... if she burns the food,1,01/01/2015,2015,6.5
45,Mozambique,M,Education,5,Secondary,... if she burns the food,1,01/01/2015,2015,2.8
185,Mozambique,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2015,2015,0.9
185,Mozambique,M,Education,5,No education,... if she goes out without telling him,5,01/01/2015,2015,10.1
185,Mozambique,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2015,2015,8.5
185,Mozambique,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2015,2015,6.3
255,Mozambique,M,Education,5,Higher,... if she neglects the children,4,01/01/2015,2015,0.4
255,Mozambique,M,Education,5,No education,... if she neglects the children,4,01/01/2015,2015,10.8
255,Mozambique,M,Education,5,Primary,... if she neglects the children,4,01/01/2015,2015,8.4
255,Mozambique,M,Education,5,Secondary,... if she neglects the children,4,01/01/2015,2015,5.6
325,Mozambique,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2015,2015,1.3
325,Mozambique,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2015,2015,10.1
325,Mozambique,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2015,2015,8.1
325,Mozambique,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2015,2015,3.8
395,Mozambique,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2015,2015,15.8
395,Mozambique,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2015,2015,18.2
395,Mozambique,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2015,2015,18
115,Mozambique,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2015,2015,8.4
115,Mozambique,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2015,2015,6.3
115,Mozambique,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2015,2015,10.8
45,Mozambique,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2015,2015,5.5
45,Mozambique,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2015,2015,5.6
45,Mozambique,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2015,2015,5.4
185,Mozambique,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2015,2015,6.9
185,Mozambique,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2015,2015,11.4
185,Mozambique,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2015,2015,7.6
255,Mozambique,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2015,2015,7
255,Mozambique,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2015,2015,10.3
255,Mozambique,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2015,2015,6.9
325,Mozambique,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2015,2015,6.4
325,Mozambique,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2015,2015,6.9
325,Mozambique,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2015,2015,7.5
395,Mozambique,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2015,2015,16.5
395,Mozambique,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2015,2015,16.9
395,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2015,2015,16.2
115,Mozambique,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2015,2015,8.5
115,Mozambique,M,Marital status,1,Never married,... if she argues with him,3,01/01/2015,2015,8.9
115,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2015,2015,8.4
45,Mozambique,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2015,2015,5.4
45,Mozambique,M,Marital status,1,Never married,... if she burns the food,1,01/01/2015,2015,5.6
45,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2015,2015,6.3
185,Mozambique,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2015,2015,7.2
185,Mozambique,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2015,2015,8.8
185,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2015,2015,6.5
255,Mozambique,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2015,2015,6.9
255,Mozambique,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2015,2015,8.7
255,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2015,2015,6.9
325,Mozambique,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2015,2015,6.2
325,Mozambique,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2015,2015,7.5
325,Mozambique,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2015,2015,7.7
395,Mozambique,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2015,2015,17.8
395,Mozambique,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2015,2015,14.8
115,Mozambique,M,Residence,5,Rural,... if she argues with him,3,01/01/2015,2015,9.3
115,Mozambique,M,Residence,5,Urban,... if she argues with him,3,01/01/2015,2015,7.7
45,Mozambique,M,Residence,5,Rural,... if she burns the food,1,01/01/2015,2015,5.8
45,Mozambique,M,Residence,5,Urban,... if she burns the food,1,01/01/2015,2015,4.9
185,Mozambique,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2015,2015,8.3
185,Mozambique,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2015,2015,6.7
255,Mozambique,M,Residence,5,Rural,... if she neglects the children,4,01/01/2015,2015,7.7
255,Mozambique,M,Residence,5,Urban,... if she neglects the children,4,01/01/2015,2015,7.2
325,Mozambique,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2015,2015,8
325,Mozambique,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2015,2015,4.7
396,Myanmar,M,Age,4,15-24,... for at least one specific reason,2,01/01/2015,2015,55.8
396,Myanmar,M,Age,4,25-34,... for at least one specific reason,2,01/01/2015,2015,49
396,Myanmar,M,Age,4,35-49,... for at least one specific reason,2,01/01/2015,2015,43.9
