Country,Gender,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
Liberia,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2013,2013,20.5
Liberia,M,Residence,5,Rural,... if she argues with him,3,01/01/2013,2013,20.7
Liberia,M,Residence,5,Urban,... if she argues with him,3,01/01/2013,2013,16.3
Liberia,M,Residence,5,Rural,... if she burns the food,1,01/01/2013,2013,3.5
Liberia,M,Residence,5,Urban,... if she burns the food,1,01/01/2013,2013,2
Liberia,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2013,2013,16.4
Liberia,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2013,2013,12.3
Liberia,M,Residence,5,Rural,... if she neglects the children,4,01/01/2013,2013,17.6
Liberia,M,Residence,5,Urban,... if she neglects the children,4,01/01/2013,2013,12.4
Liberia,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2013,2013,5.6
Liberia,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2013,2013,3
Madagascar,M,Age,4,15-24,... for at least one specific reason,2,01/01/2008,2008,33.9
Madagascar,M,Age,4,25-34,... for at least one specific reason,2,01/01/2008,2008,29.7
Madagascar,M,Age,4,35-49,... for at least one specific reason,2,01/01/2008,2008,25.5
Madagascar,M,Age,4,15-24,... if she argues with him,3,01/01/2008,2008,10
Madagascar,M,Age,4,25-34,... if she argues with him,3,01/01/2008,2008,9
Madagascar,M,Age,4,35-49,... if she argues with him,3,01/01/2008,2008,7.6
Madagascar,M,Age,4,15-24,... if she burns the food,1,01/01/2008,2008,7.1
Madagascar,M,Age,4,25-34,... if she burns the food,1,01/01/2008,2008,6.6
Madagascar,M,Age,4,35-49,... if she burns the food,1,01/01/2008,2008,5.2
Madagascar,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2008,2008,21.2
Madagascar,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2008,2008,18.7
Madagascar,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2008,2008,16.2
Madagascar,M,Age,4,15-24,... if she neglects the children,4,01/01/2008,2008,27.1
Madagascar,M,Age,4,25-34,... if she neglects the children,4,01/01/2008,2008,23.9
Madagascar,M,Age,4,35-49,... if she neglects the children,4,01/01/2008,2008,20.8
Madagascar,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2008,2008,9.3
Madagascar,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2008,2008,8.4
Madagascar,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2008,2008,6.3
Madagascar,M,Education,5,Higher,... for at least one specific reason,2,01/01/2008,2008,16.8
Madagascar,M,Education,5,No education,... for at least one specific reason,2,01/01/2008,2008,30.5
Madagascar,M,Education,5,Primary,... for at least one specific reason,2,01/01/2008,2008,30.8
Madagascar,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2008,2008,30
Madagascar,M,Education,5,Higher,... if she argues with him,3,01/01/2008,2008,2.1
Madagascar,M,Education,5,No education,... if she argues with him,3,01/01/2008,2008,9.8
Madagascar,M,Education,5,Primary,... if she argues with him,3,01/01/2008,2008,9.7
Madagascar,M,Education,5,Secondary,... if she argues with him,3,01/01/2008,2008,7.9
Madagascar,M,Education,5,Higher,... if she burns the food,1,01/01/2008,2008,0.4
Madagascar,M,Education,5,No education,... if she burns the food,1,01/01/2008,2008,8.1
Madagascar,M,Education,5,Primary,... if she burns the food,1,01/01/2008,2008,6.8
Madagascar,M,Education,5,Secondary,... if she burns the food,1,01/01/2008,2008,5.4
Madagascar,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2008,2008,7.9
Madagascar,M,Education,5,No education,... if she goes out without telling him,5,01/01/2008,2008,21.3
Madagascar,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2008,2008,19.7
Madagascar,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2008,2008,17.6
Madagascar,M,Education,5,Higher,... if she neglects the children,4,01/01/2008,2008,13.4
Madagascar,M,Education,5,No education,... if she neglects the children,4,01/01/2008,2008,23.7
Madagascar,M,Education,5,Primary,... if she neglects the children,4,01/01/2008,2008,25.1
Madagascar,M,Education,5,Secondary,... if she neglects the children,4,01/01/2008,2008,24.1
Madagascar,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2008,2008,1.1
Madagascar,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2008,2008,10.4
Madagascar,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2008,2008,8.8
Madagascar,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2008,2008,6.6
Madagascar,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2008,2008,26
Madagascar,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2008,2008,35
Madagascar,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2008,2008,33.8
Madagascar,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2008,2008,7.9
Madagascar,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2008,2008,10.7
Madagascar,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2008,2008,8
Madagascar,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2008,2008,5.1
Madagascar,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2008,2008,8.5
Madagascar,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2008,2008,5.8
Madagascar,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2008,2008,15.5
Madagascar,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2008,2008,23.7
Madagascar,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2008,2008,20.3
Madagascar,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2008,2008,21.1
Madagascar,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2008,2008,28.3
Madagascar,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2008,2008,26.2
Madagascar,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2008,2008,6.5
Madagascar,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2008,2008,10.4
Madagascar,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2008,2008,8.4
Madagascar,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2008,2008,28.8
Madagascar,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2008,2008,32.7
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2008,2008,30.6
Madagascar,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2008,2008,8.7
Madagascar,M,Marital status,1,Never married,... if she argues with him,3,01/01/2008,2008,9.2
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2008,2008,10.1
Madagascar,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2008,2008,5.8
Madagascar,M,Marital status,1,Never married,... if she burns the food,1,01/01/2008,2008,7.5
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2008,2008,7.4
Madagascar,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2008,2008,18.4
Madagascar,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2008,2008,20.1
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2008,2008,18.3
Madagascar,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2008,2008,23.5
Madagascar,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2008,2008,25.8
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2008,2008,23.4
Madagascar,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2008,2008,7.4
Madagascar,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2008,2008,9
Madagascar,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2008,2008,11.4
Madagascar,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2008,2008,29.7
Madagascar,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2008,2008,31.7
Madagascar,M,Residence,5,Rural,... if she argues with him,3,01/01/2008,2008,9.1
Madagascar,M,Residence,5,Urban,... if she argues with him,3,01/01/2008,2008,8.2
Madagascar,M,Residence,5,Rural,... if she burns the food,1,01/01/2008,2008,6.7
Madagascar,M,Residence,5,Urban,... if she burns the food,1,01/01/2008,2008,4.9
Madagascar,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2008,2008,19.4
Madagascar,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2008,2008,16.2
Madagascar,M,Residence,5,Rural,... if she neglects the children,4,01/01/2008,2008,23.7
Madagascar,M,Residence,5,Urban,... if she neglects the children,4,01/01/2008,2008,26.8
Madagascar,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2008,2008,8.3
Madagascar,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2008,2008,7.1
Malawi,M,Age,4,15-24,... for at least one specific reason,2,01/01/2015,2015,19.6
Malawi,M,Age,4,25-34,... for at least one specific reason,2,01/01/2015,2015,8.8
Malawi,M,Age,4,35-49,... for at least one specific reason,2,01/01/2015,2015,6.4
Malawi,M,Age,4,15-24,... if she argues with him,3,01/01/2015,2015,8.4
Malawi,M,Age,4,25-34,... if she argues with him,3,01/01/2015,2015,2.9
Malawi,M,Age,4,35-49,... if she argues with him,3,01/01/2015,2015,2.4
Malawi,M,Age,4,15-24,... if she burns the food,1,01/01/2015,2015,3.5
Malawi,M,Age,4,25-34,... if she burns the food,1,01/01/2015,2015,1.5
Malawi,M,Age,4,35-49,... if she burns the food,1,01/01/2015,2015,1
Malawi,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2015,2015,7.2
Malawi,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2015,2015,3.1
Malawi,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2015,2015,2.4
Malawi,M,Age,4,15-24,... if she neglects the children,4,01/01/2015,2015,10.6
Malawi,M,Age,4,25-34,... if she neglects the children,4,01/01/2015,2015,3.3
Malawi,M,Age,4,35-49,... if she neglects the children,4,01/01/2015,2015,2.7
Malawi,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2015,2015,7.3
Malawi,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2015,2015,3.5
Malawi,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2015,2015,2.2
Malawi,M,Education,5,Higher,... for at least one specific reason,2,01/01/2015,2015,4.5
Malawi,M,Education,5,No education,... for at least one specific reason,2,01/01/2015,2015,9.6
Malawi,M,Education,5,Primary,... for at least one specific reason,2,01/01/2015,2015,16.2
Malawi,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2015,2015,8.9
Malawi,M,Education,5,Higher,... if she argues with him,3,01/01/2015,2015,2.1
Malawi,M,Education,5,No education,... if she argues with him,3,01/01/2015,2015,4.3
Malawi,M,Education,5,Primary,... if she argues with him,3,01/01/2015,2015,6.9
Malawi,M,Education,5,Secondary,... if she argues with him,3,01/01/2015,2015,3
Malawi,M,Education,5,Higher,... if she burns the food,1,01/01/2015,2015,0.7
Malawi,M,Education,5,No education,... if she burns the food,1,01/01/2015,2015,2.2
Malawi,M,Education,5,Primary,... if she burns the food,1,01/01/2015,2015,3.2
Malawi,M,Education,5,Secondary,... if she burns the food,1,01/01/2015,2015,0.9
Malawi,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2015,2015,2.9
Malawi,M,Education,5,No education,... if she goes out without telling him,5,01/01/2015,2015,3.5
Malawi,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2015,2015,6.5
Malawi,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2015,2015,2.2
Malawi,M,Education,5,Higher,... if she neglects the children,4,01/01/2015,2015,1.5
Malawi,M,Education,5,No education,... if she neglects the children,4,01/01/2015,2015,3.9
Malawi,M,Education,5,Primary,... if she neglects the children,4,01/01/2015,2015,8
Malawi,M,Education,5,Secondary,... if she neglects the children,4,01/01/2015,2015,4.7
Malawi,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2015,2015,0.6
Malawi,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2015,2015,5
Malawi,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2015,2015,6.4
Malawi,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2015,2015,2.6
Malawi,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2015,2015,10.6
Malawi,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2015,2015,14.9
Malawi,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2015,2015,18.5
Malawi,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2015,2015,4
Malawi,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2015,2015,6
Malawi,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2015,2015,8.7
Malawi,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2015,2015,1.9
Malawi,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2015,2015,2.3
Malawi,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2015,2015,3.9
Malawi,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2015,2015,3.8
Malawi,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2015,2015,6
Malawi,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2015,2015,5.9
Malawi,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2015,2015,4.6
Malawi,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2015,2015,7.6
Malawi,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2015,2015,11.1
Malawi,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2015,2015,4.1
Malawi,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2015,2015,5.4
Malawi,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2015,2015,6.6
Malawi,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2015,2015,8.2
Malawi,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2015,2015,20
Malawi,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2015,2015,10.6
Malawi,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2015,2015,2.8
Malawi,M,Marital status,1,Never married,... if she argues with him,3,01/01/2015,2015,8.8
Malawi,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2015,2015,4.7
Malawi,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2015,2015,1.3
Malawi,M,Marital status,1,Never married,... if she burns the food,1,01/01/2015,2015,3.6
Malawi,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2015,2015,2.5
Malawi,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2015,2015,3
Malawi,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2015,2015,7.5
Malawi,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2015,2015,2.4
Malawi,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2015,2015,3.5
Malawi,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2015,2015,10.7
Malawi,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2015,2015,3.1
Malawi,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2015,2015,3.3
Malawi,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2015,2015,7.1
Malawi,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2015,2015,3.5
Malawi,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2015,2015,13.9
Malawi,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2015,2015,9
Malawi,M,Residence,5,Rural,... if she argues with him,3,01/01/2015,2015,5.7
Malawi,M,Residence,5,Urban,... if she argues with him,3,01/01/2015,2015,3.4
Malawi,M,Residence,5,Rural,... if she burns the food,1,01/01/2015,2015,2.6
Malawi,M,Residence,5,Urban,... if she burns the food,1,01/01/2015,2015,0.9
Malawi,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2015,2015,5.1
Malawi,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2015,2015,3.3
Malawi,M,Residence,5,Rural,... if she neglects the children,4,01/01/2015,2015,6.9
Malawi,M,Residence,5,Urban,... if she neglects the children,4,01/01/2015,2015,4.2
Malawi,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2015,2015,5.6
Malawi,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2015,2015,1.4
Maldives,M,Age,4,15-24,... for at least one specific reason,2,01/01/2016,2016,24.9
Maldives,M,Age,4,25-34,... for at least one specific reason,2,01/01/2016,2016,15.9
Maldives,M,Age,4,35-49,... for at least one specific reason,2,01/01/2016,2016,12.2
Maldives,M,Age,4,15-24,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Age,4,25-34,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Age,4,35-49,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Age,4,15-24,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Age,4,25-34,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Age,4,35-49,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2016,2016,4.1
Maldives,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2016,2016,1.6
Maldives,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2016,2016,2
Maldives,M,Age,4,15-24,... if she neglects the children,4,01/01/2016,2016,19.5
Maldives,M,Age,4,25-34,... if she neglects the children,4,01/01/2016,2016,13.2
Maldives,M,Age,4,35-49,... if she neglects the children,4,01/01/2016,2016,9.3
Maldives,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2016,2016,6.7
Maldives,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2016,2016,4.2
Maldives,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2016,2016,3.4
Maldives,M,Education,5,Higher,... for at least one specific reason,2,01/01/2016,2016,9.6
Maldives,M,Education,5,No education,... for at least one specific reason,2,01/01/2016,2016,10.9
Maldives,M,Education,5,Primary,... for at least one specific reason,2,01/01/2016,2016,16.5
Maldives,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2016,2016,21.2
Maldives,M,Education,5,Higher,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Education,5,No education,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Education,5,Primary,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Education,5,Secondary,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Education,5,Higher,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Education,5,No education,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Education,5,Primary,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Education,5,Secondary,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2016,2016,1.5
Maldives,M,Education,5,No education,... if she goes out without telling him,5,01/01/2016,2016,2.5
Maldives,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2016,2016,3.2
Maldives,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2016,2016,2.7
Maldives,M,Education,5,Higher,... if she neglects the children,4,01/01/2016,2016,7.4
Maldives,M,Education,5,No education,... if she neglects the children,4,01/01/2016,2016,8.2
Maldives,M,Education,5,Primary,... if she neglects the children,4,01/01/2016,2016,12.7
Maldives,M,Education,5,Secondary,... if she neglects the children,4,01/01/2016,2016,17
Maldives,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2016,2016,2.5
Maldives,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2016,2016,1.7
Maldives,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2016,2016,5.1
Maldives,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2016,2016,5.6
Maldives,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2016,2016,16.8
Maldives,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2016,2016,15.3
Maldives,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2016,2016,24.7
Maldives,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2016,2016,2.3
Maldives,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2016,2016,3.6
Maldives,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2016,2016,4.6
Maldives,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2016,2016,13.2
Maldives,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2016,2016,12
Maldives,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2016,2016,20.2
Maldives,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2016,2016,4.3
Maldives,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2016,2016,7
Maldives,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2016,2016,7.4
Maldives,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2016,2016,13
Maldives,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2016,2016,24.7
Maldives,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2016,2016,20.7
Maldives,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Marital status,1,Never married,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2016,2016,
Maldives,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Marital status,1,Never married,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2016,2016,
Maldives,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2016,2016,1.7
Maldives,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2016,2016,3.9
Maldives,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2016,2016,3.4
Maldives,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2016,2016,10.5
Maldives,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2016,2016,19.2
Maldives,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2016,2016,17.5
Maldives,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2016,2016,3.3
Maldives,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2016,2016,6.8
Maldives,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2016,2016,5.8
Maldives,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2016,2016,18.5
Maldives,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2016,2016,16.8
Maldives,M,Residence,5,Rural,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Residence,5,Urban,... if she argues with him,3,01/01/2016,2016,
Maldives,M,Residence,5,Rural,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Residence,5,Urban,... if she burns the food,1,01/01/2016,2016,
Maldives,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2016,2016,2.9
Maldives,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2016,2016,1.9
Maldives,M,Residence,5,Rural,... if she neglects the children,4,01/01/2016,2016,14.8
Maldives,M,Residence,5,Urban,... if she neglects the children,4,01/01/2016,2016,12.6
Maldives,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2016,2016,5.1
Maldives,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2016,2016,4
Mali,M,Age,4,15-24,... for at least one specific reason,2,01/01/2018,2018,50.9
Mali,M,Age,4,25-34,... for at least one specific reason,2,01/01/2018,2018,44.9
Mali,M,Age,4,35-49,... for at least one specific reason,2,01/01/2018,2018,44.7
Mali,M,Age,4,15-24,... if she argues with him,3,01/01/2018,2018,43.4
Mali,M,Age,4,25-34,... if she argues with him,3,01/01/2018,2018,35.9
Mali,M,Age,4,35-49,... if she argues with him,3,01/01/2018,2018,35.4
Mali,M,Age,4,15-24,... if she burns the food,1,01/01/2018,2018,13.3
Mali,M,Age,4,25-34,... if she burns the food,1,01/01/2018,2018,9
Mali,M,Age,4,35-49,... if she burns the food,1,01/01/2018,2018,11.2
Mali,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2018,2018,24.8
Mali,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2018,2018,21.2
Mali,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2018,2018,19.9
Mali,M,Age,4,15-24,... if she neglects the children,4,01/01/2018,2018,27.3
Mali,M,Age,4,25-34,... if she neglects the children,4,01/01/2018,2018,23.8
Mali,M,Age,4,35-49,... if she neglects the children,4,01/01/2018,2018,24.1
Mali,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2018,2018,26.6
Mali,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2018,2018,21.2
Mali,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2018,2018,23.2
Mali,M,Education,5,Higher,... for at least one specific reason,2,01/01/2018,2018,16.6
Mali,M,Education,5,No education,... for at least one specific reason,2,01/01/2018,2018,50.4
Mali,M,Education,5,Primary,... for at least one specific reason,2,01/01/2018,2018,51.4
Mali,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2018,2018,44.8
Mali,M,Education,5,Higher,... if she argues with him,3,01/01/2018,2018,8.2
Mali,M,Education,5,No education,... if she argues with him,3,01/01/2018,2018,41.6
Mali,M,Education,5,Primary,... if she argues with him,3,01/01/2018,2018,44.1
Mali,M,Education,5,Secondary,... if she argues with him,3,01/01/2018,2018,35.9
Mali,M,Education,5,Higher,... if she burns the food,1,01/01/2018,2018,2.6
Mali,M,Education,5,No education,... if she burns the food,1,01/01/2018,2018,13
Mali,M,Education,5,Primary,... if she burns the food,1,01/01/2018,2018,10.7
Mali,M,Education,5,Secondary,... if she burns the food,1,01/01/2018,2018,10.5
Mali,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2018,2018,5.6
Mali,M,Education,5,No education,... if she goes out without telling him,5,01/01/2018,2018,23.6
Mali,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2018,2018,24.9
Mali,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2018,2018,21.1
Mali,M,Education,5,Higher,... if she neglects the children,4,01/01/2018,2018,8.5
Mali,M,Education,5,No education,... if she neglects the children,4,01/01/2018,2018,26.3
Mali,M,Education,5,Primary,... if she neglects the children,4,01/01/2018,2018,30.7
Mali,M,Education,5,Secondary,... if she neglects the children,4,01/01/2018,2018,23.8
Mali,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2018,2018,3.1
Mali,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2018,2018,27.8
Mali,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2018,2018,27.8
